Unnamed: 0,vehicle_name,engine_size(l),cylinders,fuel_type,fuel_consumption_comb_(mpg),co2_emissions(g/km)
3971,LEXUS_GS_450h,3.5,6,Z,38,176
3972,LEXUS_GS_F,5.0,8,Z,23,293
3973,LEXUS_GX_460,4.6,8,Z,19,341
3974,LEXUS_IS_200t,2.0,4,Z,31,214
3975,LEXUS_IS_300_AWD,3.5,6,Z,26,258
3976,LEXUS_IS_350_AWD,3.5,6,Z,26,258
3977,LEXUS_LS_460_AWD,4.6,8,Z,22,303
3978,LEXUS_LS_460_L_AWD,4.6,8,Z,22,303
3979,LEXUS_LX_570,5.7,8,Z,18,372
3980,LEXUS_NX_200t_AWD,2.0,4,Z,29,226
3981,LEXUS_NX_200t_AWD_F_SPORT,2.0,4,Z,29,232
3982,LEXUS_NX_300h_AWD,2.5,4,X,38,176
3983,LEXUS_RC_300_AWD,3.5,6,Z,26,258
3984,LEXUS_RC_350_AWD,3.5,6,Z,26,258
3985,LEXUS_RC_F,5.0,8,Z,22,289
3986,LEXUS_RX_350_AWD,3.5,6,X,26,252
3987,LEXUS_RX_450h_AWD,3.5,6,Z,36,185
3988,LINCOLN_CONTINENTAL_AWD,2.7,6,X,24,281
3989,LINCOLN_CONTINENTAL_AWD,3.0,6,X,23,288
3990,LINCOLN_CONTINENTAL_AWD,3.7,6,X,23,287
3991,LINCOLN_MKC_AWD,2.0,4,X,26,256
3992,LINCOLN_MKC_AWD_(Start/Stop),2.0,4,X,26,254
3993,LINCOLN_MKC_AWD,2.3,4,X,25,268
3994,LINCOLN_MKT_AWD,3.5,6,X,21,321
3995,LINCOLN_MKT_LIVERY_AWD,3.7,6,X,22,298
3996,LINCOLN_MKX_AWD,2.7,6,X,23,284
3997,LINCOLN_MKX_AWD,3.7,6,X,23,293
3998,LINCOLN_MKZ,2.0,4,X,29,230
3999,LINCOLN_MKZ,3.0,6,X,25,264
4000,LINCOLN_MKZ_AWD,2.0,4,X,28,239
4001,LINCOLN_MKZ_AWD,3.0,6,X,24,278
4002,LINCOLN_MKZ_HYBRID,2.0,4,X,48,139
4003,LINCOLN_NAVIGATOR_4X4,3.5,6,X,20,333
4004,LINCOLN_NAVIGATOR_L_4X4,3.5,6,X,19,339
4005,MASERATI_GHIBLI,3.0,6,Z,23,286
4006,MASERATI_GHIBLI_S,3.0,6,Z,23,293
4007,MASERATI_GHIBLI_SQ4,3.0,6,Z,22,295
4008,MASERATI_GRANTURISMO,4.7,8,Z,19,355
4009,MASERATI_GRANTURISMO_CONVERTIBLE,4.7,8,Z,19,358
4010,MASERATI_LEVANTE,3.0,6,Z,19,340
4011,MASERATI_LEVANTE_S,3.0,6,Z,19,346
4012,MASERATI_QUATTROPORTE_GTS,3.8,8,Z,20,321
4013,MASERATI_QUATTROPORTE_S,3.0,6,Z,22,300
4014,MASERATI_QUATTROPORTE_SQ4,3.0,6,Z,22,301
4015,MAZDA_CX-3,2.0,4,X,37,179
4016,MAZDA_CX-3_4WD,2.0,4,X,34,192
4017,MAZDA_CX-5,2.0,4,X,33,199
4018,MAZDA_CX-5,2.5,4,X,33,204
4019,MAZDA_CX-5_4WD,2.5,4,X,31,221
4020,MAZDA_CX-9,2.5,4,X,29,225
4021,MAZDA_CX-9_4WD,2.5,4,X,27,242
4022,MAZDA_MAZDA3_4-DOOR,2.0,4,X,38,176
4023,MAZDA_MAZDA3_4-DOOR,2.0,4,X,38,175
4024,MAZDA_MAZDA3_4-DOOR_(SIL),2.0,4,X,38,175
4025,MAZDA_MAZDA3_4-DOOR,2.5,4,X,36,182
4026,MAZDA_MAZDA3_4-DOOR_(i-ELOOP),2.5,4,X,37,176
4027,MAZDA_MAZDA3_4-DOOR_(SIL),2.5,4,X,34,194
4028,MAZDA_MAZDA3_5-DOOR,2.0,4,X,38,174
4029,MAZDA_MAZDA3_5-DOOR_(SIL),2.0,4,X,37,178
4030,MAZDA_MAZDA3_5-DOOR,2.5,4,X,36,183
4031,MAZDA_MAZDA3_5-DOOR_(i-ELOOP),2.5,4,X,36,181
4032,MAZDA_MAZDA3_5-DOOR_(SIL),2.5,4,X,34,198
4033,MAZDA_MAZDA5,2.5,4,X,29,226
4034,MAZDA_MAZDA5,2.5,4,X,29,230
4035,MAZDA_MAZDA6,2.5,4,X,35,187
4036,MAZDA_MAZDA6_(i-ELOOP),2.5,4,X,36,186
4037,MAZDA_MAZDA6_(SIL),2.5,4,X,34,196
4038,MAZDA_MX-5,2.0,4,Z,35,187
4039,MAZDA_MX-5_(SIL),2.0,4,Z,35,190
4040,MERCEDES-BENZ_AMG_C_63,4.0,8,Z,24,273
4041,MERCEDES-BENZ_AMG_C_63_CABRIOLET,4.0,8,Z,23,291
4042,MERCEDES-BENZ_AMG_C_63_COUPE,4.0,8,Z,23,285
4043,MERCEDES-BENZ_AMG_C_63_S,4.0,8,Z,24,273
4044,MERCEDES-BENZ_AMG_C_63_S_CABRIOLET,4.0,8,Z,23,291
4045,MERCEDES-BENZ_AMG_C_63_S_COUPE,4.0,8,Z,23,285
4046,MERCEDES-BENZ_AMG_CLA_45,2.0,4,Z,30,221
4047,MERCEDES-BENZ_AMG_CLS_63_S_4MATIC,5.5,8,Z,22,308
4048,MERCEDES-BENZ_AMG_G_63,5.5,8,Z,15,413
4049,MERCEDES-BENZ_AMG_G_65,6.0,12,Z,14,467
4050,MERCEDES-BENZ_AMG_GLA_45_4MATIC,2.0,4,Z,28,233
4051,MERCEDES-BENZ_AMG_GLC_43_4MATIC_COUPE,3.0,6,Z,19,353
4052,MERCEDES-BENZ_AMG_GLE_43_4MATIC,3.0,6,Z,24,281
4053,MERCEDES-BENZ_AMG_GLE_43_4MATIC_COUPE,3.0,6,Z,24,281
4054,MERCEDES-BENZ_AMG_GLE_63_S_4MATIC,5.5,8,Z,18,363
4055,MERCEDES-BENZ_AMG_GLE_63_S_4MATIC_COUPE,5.5,8,Z,19,363
4056,MERCEDES-BENZ_AMG_GLS_63,5.5,8,Z,17,369
4057,MERCEDES-BENZ_AMG_GT_COUPE,4.0,8,Z,22,303
4058,MERCEDES-BENZ_AMG_GT_S_COUPE,4.0,8,Z,22,303
4059,MERCEDES-BENZ_AMG_S_63_4MATIC,5.5,8,Z,21,313
4060,MERCEDES-BENZ_AMG_S_63_CABRIOLET,5.5,8,Z,20,322
4061,MERCEDES-BENZ_AMG_S_63_COUPE,5.5,8,Z,22,305
4062,MERCEDES-BENZ_AMG_S_65,6.0,12,Z,19,349
4063,MERCEDES-BENZ_AMG_S_65_CABRIOLET,6.0,12,Z,20,348
4064,MERCEDES-BENZ_AMG_S_65_COUPE,6.0,12,Z,18,365
4065,MERCEDES-BENZ_AMG_SL_63,5.5,8,Z,23,298
4066,MERCEDES-BENZ_AMG_SL_65,6.0,12,Z,19,340
4067,MERCEDES-BENZ_AMG_SLC_43,3.0,6,Z,28,234
4068,MERCEDES-BENZ_B_250,2.0,4,Z,34,179
4069,MERCEDES-BENZ_C_300_4MATIC,2.0,4,Z,31,212
4070,MERCEDES-BENZ_C_300_4MATIC_CABRIOLET,2.0,4,Z,30,222
4071,MERCEDES-BENZ_C_300_4MATIC_COUPE,2.0,4,Z,30,218
4072,MERCEDES-BENZ_CLA_250,2.0,4,Z,35,190
4073,MERCEDES-BENZ_CLS_550_4MATIC,4.7,8,Z,24,275
4074,MERCEDES-BENZ_E_300_4MATIC,2.0,4,Z,30,246
4075,MERCEDES-BENZ_E_400_4MATIC,3.0,6,Z,27,245
4076,MERCEDES-BENZ_E_400_4MATIC_WAGON,3.0,6,Z,26,259
4077,MERCEDES-BENZ_E_400_CABRIOLET,3.0,6,Z,28,233
4078,MERCEDES-BENZ_E_400_COUPE,3.0,6,Z,28,239
4079,MERCEDES-BENZ_E_550_CABRIOLET,4.7,8,Z,24,275
4080,MERCEDES-BENZ_E_550_COUPE,4.7,8,Z,25,268
4081,MERCEDES-BENZ_G_550,4.0,8,Z,16,401
4082,MERCEDES-BENZ_GLA_250_4MATIC,2.0,4,Z,31,212
4083,MERCEDES-BENZ_GLA_250_4MATIC,2.0,4,E,24,128
4084,MERCEDES-BENZ_GLC_300_4MATIC,2.0,4,Z,28,233
4085,MERCEDES-BENZ_GLE_400_4MATIC,3.0,6,Z,24,276
4086,MERCEDES-BENZ_GLE_550_4MATIC,4.7,8,Z,21,318
4087,MERCEDES-BENZ_GLS_450_4MATIC,3.0,6,Z,22,306
4088,MERCEDES-BENZ_GLS_550_4MATIC,4.7,8,Z,19,347
4089,MERCEDES-BENZ_MAYBACH_S_600,6.0,12,Z,19,359
4090,MERCEDES-BENZ_METRIS_CARGO,2.0,4,Z,28,240
4091,MERCEDES-BENZ_METRIS_PASSENGER,2.0,4,Z,27,248
4092,MERCEDES-BENZ_S_400_4MATIC_SWB,3.0,6,Z,26,253
4093,MERCEDES-BENZ_S_550_4MATIC_SWB,4.7,8,Z,24,280
4094,MERCEDES-BENZ_S_550_4MATIC_LWB,4.7,8,Z,24,280
4095,MERCEDES-BENZ_S_550_4MATIC_CABRIOLET,4.7,8,Z,24,276
4096,MERCEDES-BENZ_S_550_4MATIC_COUPE,4.7,8,Z,24,278
4097,MERCEDES-BENZ_S_600,6.0,12,Z,19,350
4098,MERCEDES-BENZ_SL_450,3.0,6,Z,28,237
4099,MERCEDES-BENZ_SL_550,4.7,8,Z,24,275
4100,MERCEDES-BENZ_SLC_300,2.0,4,Z,33,200
4101,MINI_COOPER_3_DOOR,1.5,3,Z,36,184
4102,MINI_COOPER_3_DOOR,1.5,3,Z,38,175
4103,MINI_COOPER_5_DOOR,1.5,3,Z,36,184
4104,MINI_COOPER_5_DOOR,1.5,3,Z,38,175
4105,MINI_COOPER_CLUBMAN,1.5,3,Z,34,197
4106,MINI_COOPER_CLUBMAN,1.5,3,Z,34,197
4107,MINI_COOPER_CLUBMAN_ALL4,1.5,3,Z,31,213
4108,MINI_COOPER_CLUBMAN_ALL4,1.5,3,Z,31,214
4109,MINI_COOPER_CONVERTIBLE,1.5,3,Z,36,184
4110,MINI_COOPER_CONVERTIBLE,1.5,3,Z,38,175
4111,MINI_COOPER_COUNTRYMAN,1.5,3,Z,34,197
4112,MINI_COOPER_COUNTRYMAN,1.5,3,Z,34,197
4113,MINI_COOPER_COUNTRYMAN_ALL4,1.5,3,Z,31,215
4114,MINI_COOPER_COUNTRYMAN_ALL4,1.5,3,Z,31,214
4115,MINI_COOPER_S_3_DOOR,2.0,4,Z,34,196
4116,MINI_COOPER_S_3_DOOR,2.0,4,Z,32,210
4117,MINI_COOPER_S_5_DOOR,2.0,4,Z,34,196
4118,MINI_COOPER_S_5_DOOR,2.0,4,Z,32,210
4119,MINI_COOPER_S_CLUBMAN,2.0,4,Z,32,205
4120,MINI_COOPER_S_CLUBMAN,2.0,4,Z,30,220
4121,MINI_COOPER_S_CLUBMAN_ALL4,2.0,4,Z,31,210
4122,MINI_COOPER_S_CLUBMAN_ALL4,2.0,4,Z,29,227
4123,MINI_COOPER_S_CONVERTIBLE,2.0,4,Z,34,196
4124,MINI_COOPER_S_CONVERTIBLE,2.0,4,Z,32,210
4125,MINI_COOPER_S_COUNTRYMAN__ALL4,2.0,4,Z,31,213
4126,MINI_COOPER_S_COUNTRYMAN__ALL4,2.0,4,Z,29,227
4127,MINI_JOHN_COOPER_WORKS_3_DOOR,2.0,4,Z,34,196
4128,MINI_JOHN_COOPER_WORKS_3_DOOR,2.0,4,Z,32,210
4129,MINI_JOHN_COOPER_WORKS_CLUBMAN_ALL4,2.0,4,Z,31,210
4130,MINI_JOHN_COOPER_WORKS_CLUBMAN_ALL4,2.0,4,Z,29,227
4131,MINI_JOHN_COOPER_WORKS_CONVERTIBLE,2.0,4,Z,34,196
4132,MINI_JOHN_COOPER_WORKS_CONVERTIBLE,2.0,4,Z,30,220
4133,MITSUBISHI_LANCER,2.0,4,X,36,183
4134,MITSUBISHI_LANCER,2.0,4,X,33,200
4135,MITSUBISHI_LANCER,2.4,4,X,32,206
4136,MITSUBISHI_LANCER,2.4,4,X,30,218
4137,MITSUBISHI_LANCER_4WD,2.4,4,X,31,212
4138,MITSUBISHI_LANCER_SPORTBACK,2.0,4,X,34,194
4139,MITSUBISHI_LANCER_SPORTBACK,2.0,4,X,32,205
4140,MITSUBISHI_MIRAGE,1.2,3,X,47,141
4141,MITSUBISHI_MIRAGE,1.2,3,X,43,150
4142,MITSUBISHI_MIRAGE_G4,1.2,3,X,44,149
4143,MITSUBISHI_MIRAGE_G4,1.2,3,X,43,155
4144,MITSUBISHI_OUTLANDER,2.4,4,X,34,197
4145,MITSUBISHI_OUTLANDER_4WD,2.4,4,X,31,211
4146,MITSUBISHI_OUTLANDER_4WD,3.0,6,Z,27,242
4147,MITSUBISHI_RVR,2.0,4,X,32,204
4148,MITSUBISHI_RVR,2.0,4,X,30,216
4149,MITSUBISHI_RVR_4WD,2.0,4,X,31,213
4150,NISSAN_370Z,3.7,6,Z,25,261
4151,NISSAN_370Z,3.7,6,Z,25,269
4152,NISSAN_370Z_ROADSTER,3.7,6,Z,25,270
4153,NISSAN_370Z_ROADSTER,3.7,6,Z,24,278
4154,NISSAN_ALTIMA,2.5,4,X,38,176
4155,NISSAN_ALTIMA,3.5,6,X,31,214
4156,NISSAN_ALTIMA_SR,2.5,4,X,36,183
4157,NISSAN_ARMADA_4WD,5.6,8,X,18,362
4158,NISSAN_FRONTIER,2.5,4,X,23,286
4159,NISSAN_FRONTIER,2.5,4,X,25,268
4160,NISSAN_FRONTIER,4.0,6,X,22,304
4161,NISSAN_FRONTIER_4WD,4.0,6,X,20,326
4162,NISSAN_FRONTIER_4WD,4.0,6,X,21,317
4163,NISSAN_GT-R,3.8,6,Z,22,300
4164,NISSAN_JUKE,1.6,4,Z,35,189
4165,NISSAN_JUKE,1.6,4,Z,35,188
4166,NISSAN_JUKE_AWD,1.6,4,Z,34,199
4167,NISSAN_JUKE_NISMO_RS,1.6,4,Z,34,197
4168,NISSAN_JUKE_NISMO_RS_AWD,1.6,4,Z,32,209
4169,NISSAN_MAXIMA,3.5,6,Z,29,225
4170,NISSAN_MICRA,1.6,4,X,36,186
4171,NISSAN_MICRA,1.6,4,X,36,185
4172,NISSAN_MURANO,3.5,6,X,29,230
4173,NISSAN_MURANO_AWD,3.5,6,X,29,232
4174,NISSAN_NV200_CARGO_VAN,2.0,4,X,30,220
4175,NISSAN_PATHFINDER,3.5,6,X,28,240
4176,NISSAN_PATHFINDER_4WD,3.5,6,X,26,250
4177,NISSAN_PATHFINDER_4WD_PLATINUM,3.5,6,X,26,258
4178,NISSAN_QASHQAI,2.0,4,X,35,191
4179,NISSAN_QASHQAI,2.0,4,X,31,216
4180,NISSAN_QASHQAI_AWD,2.0,4,X,34,197
4181,NISSAN_ROGUE,2.5,4,X,34,192
4182,NISSAN_ROGUE_AWD,2.5,4,X,33,203
4183,NISSAN_SENTRA_(Turbo),1.6,4,Z,34,193
4184,NISSAN_SENTRA_(Turbo),1.6,4,Z,34,195
4185,NISSAN_SENTRA,1.8,4,X,39,171
4186,NISSAN_SENTRA,1.8,4,X,35,187
4187,NISSAN_SENTRA_NISMO,1.6,4,Z,32,205
4188,NISSAN_SENTRA_NISMO,1.6,4,Z,32,204
4189,NISSAN_TITAN,5.6,8,X,21,312
4190,NISSAN_TITAN_4WD,5.6,8,X,21,315
4191,NISSAN_TITAN_4WD_PRO-4X,5.6,8,X,20,333
4192,NISSAN_VERSA,1.6,4,X,40,164
4193,NISSAN_VERSA,1.6,4,X,37,180
4194,PORSCHE_911_CARRERA,3.0,6,Z,30,221
4195,PORSCHE_911_CARRERA,3.0,6,Z,28,237
4196,PORSCHE_911_CARRERA_CABRIOLET,3.0,6,Z,29,227
4197,PORSCHE_911_CARRERA_CABRIOLET,3.0,6,Z,27,241
4198,PORSCHE_911_CARRERA_S,3.0,6,Z,29,226
4199,PORSCHE_911_CARRERA_S,3.0,6,Z,27,242
4200,PORSCHE_911_CARRERA_S_CABRIOLET,3.0,6,Z,29,228
4201,PORSCHE_911_CARRERA_S_CABRIOLET,3.0,6,Z,27,243
4202,PORSCHE_911_CARRERA_4,3.0,6,Z,29,225
4203,PORSCHE_911_CARRERA_4,3.0,6,Z,27,242
4204,PORSCHE_911_CARRERA_4_CABRIOLET,3.0,6,Z,29,230
4205,PORSCHE_911_CARRERA_4_CABRIOLET,3.0,6,Z,27,246
4206,PORSCHE_911_CARRERA_4S,3.0,6,Z,29,232
4207,PORSCHE_911_CARRERA_4S,3.0,6,Z,27,243
4208,PORSCHE_911_CARRERA_4S_CABRIOLET,3.0,6,Z,29,231
4209,PORSCHE_911_CARRERA_4S_CABRIOLET,3.0,6,Z,27,246
4210,PORSCHE_911_TARGA_4,3.0,6,Z,29,228
4211,PORSCHE_911_TARGA_4,3.0,6,Z,27,246
4212,PORSCHE_911_TARGA_4S,3.0,6,Z,28,233
4213,PORSCHE_911_TARGA_4S,3.0,6,Z,27,246
4214,PORSCHE_911_TURBO,3.8,6,Z,25,266
4215,PORSCHE_911_TURBO_CABRIOLET,3.8,6,Z,25,267
4216,PORSCHE_911_TURBO_S,3.8,6,Z,25,266
4217,PORSCHE_911_TURBO_S_CABRIOLET,3.8,6,Z,25,267
4218,PORSCHE_BOXSTER,2.0,4,Z,30,219
4219,PORSCHE_BOXSTER,2.0,4,Z,29,229
4220,PORSCHE_BOXSTER_S,2.5,4,Z,29,230
4221,PORSCHE_BOXSTER_S,2.5,4,Z,26,249
4222,PORSCHE_CAYENNE,3.6,6,Z,25,268
4223,PORSCHE_CAYENNE_PLATINUM,3.6,6,Z,23,281
4224,PORSCHE_CAYENNE_S,3.6,6,Z,24,281
4225,PORSCHE_CAYENNE_GTS,3.6,6,Z,22,296
4226,PORSCHE_CAYENNE_TURBO,4.8,8,Z,20,334
4227,PORSCHE_CAYENNE_TURBO_S,4.8,8,Z,20,334
4228,PORSCHE_CAYMAN,2.0,4,Z,30,219
4229,PORSCHE_CAYMAN,2.0,4,Z,29,229
4230,PORSCHE_CAYMAN_S,2.5,4,Z,29,230
4231,PORSCHE_CAYMAN_S,2.5,4,Z,26,249
4232,PORSCHE_MACAN,2.0,4,Z,27,248
4233,PORSCHE_MACAN_S,3.0,6,Z,23,285
4234,PORSCHE_MACAN_GTS,3.0,6,Z,23,287
4235,PORSCHE_MACAN_TURBO,3.6,6,Z,23,287
4236,RAM_1500_FFV,3.6,6,X,24,280
4237,RAM_1500_FFV,3.6,6,E,17,283
4238,RAM_1500,5.7,8,X,19,346
4239,RAM_1500,5.7,8,X,21,319
4240,RAM_1500_ECODIESEL,3.0,6,D,27,278
4241,RAM_1500_4X4_FFV,3.6,6,X,22,294
4242,RAM_1500_4X4_FFV,3.6,6,E,16,300
4243,RAM_1500_4X4,5.7,8,X,18,361
4244,RAM_1500_4X4,5.7,8,X,20,328
4245,RAM_1500_4X4_ECODIESEL,3.0,6,D,26,289
4246,RAM_PROMASTER_CITY,2.4,4,X,29,232
4247,ROLLS-ROYCE_DAWN,6.6,12,Z,17,390
4248,ROLLS-ROYCE_GHOST,6.6,12,Z,17,390
4249,ROLLS-ROYCE_GHOST_EWB,6.6,12,Z,17,390
4250,ROLLS-ROYCE_PHANTOM,6.7,12,Z,17,400
4251,ROLLS-ROYCE_PHANTOM_EWB,6.7,12,Z,17,400
4252,ROLLS-ROYCE_PHANTOM_COUPE,6.7,12,Z,17,400
4253,ROLLS-ROYCE_PHANTOM_DROPHEAD_COUPE,6.7,12,Z,17,401
4254,ROLLS-ROYCE_WRAITH,6.6,12,Z,18,375
4255,SMART_FORTWO_CABRIOLET,0.9,3,Z,42,152
4256,SUBARU_BRZ,2.0,4,Z,33,200
4257,SUBARU_BRZ,2.0,4,Z,29,228
4258,SUBARU_CROSSTREK_AWD,2.0,4,X,34,193
4259,SUBARU_CROSSTREK_AWD,2.0,4,X,31,216
4260,SUBARU_FORESTER_AWD,2.0,4,Z,30,223
4261,SUBARU_FORESTER_AWD,2.5,4,X,34,196
4262,SUBARU_FORESTER_AWD,2.5,4,X,29,228
4263,SUBARU_IMPREZA_4-DOOR_AWD,2.0,4,X,38,174
4264,SUBARU_IMPREZA_4-DOOR_AWD,2.0,4,X,32,208
4265,SUBARU_IMPREZA_5-DOOR_AWD,2.0,4,X,38,176
4266,SUBARU_IMPREZA_5-DOOR_AWD,2.0,4,X,31,211
4267,SUBARU_LEGACY_AWD,2.5,4,X,34,194
4268,SUBARU_LEGACY_AWD,2.5,4,X,30,222
4269,SUBARU_LEGACY_AWD,3.6,6,X,27,241
4270,SUBARU_OUTBACK_AWD,2.5,4,X,34,198
4271,SUBARU_OUTBACK_AWD,2.5,4,X,29,229
4272,SUBARU_OUTBACK_AWD,3.6,6,X,27,247
4273,SUBARU_WRX_AWD,2.0,4,Z,25,255
4274,SUBARU_WRX_AWD,2.0,4,Z,28,235
4275,SUBARU_WRX_AWD,2.5,4,Z,23,285
4276,TOYOTA_4RUNNER_4WD,4.0,6,X,21,310
4277,TOYOTA_4RUNNER_4WD_(Part-Time_4WD),4.0,6,X,21,310
4278,TOYOTA_86,2.0,4,Z,32,204
4279,TOYOTA_86,2.0,4,Z,29,232
4280,TOYOTA_AVALON,3.5,6,X,29,226
4281,TOYOTA_CAMRY,2.5,4,X,33,199
4282,TOYOTA_CAMRY,3.5,6,X,29,224
4283,TOYOTA_CAMRY_HYBRID_LE,2.5,4,X,48,137
4284,TOYOTA_CAMRY_HYBRID_XLE/SE,2.5,4,X,47,141
4285,TOYOTA_COROLLA,1.8,4,X,38,174
4286,TOYOTA_COROLLA,1.8,4,X,38,178
4287,TOYOTA_COROLLA,1.8,4,X,38,176
4288,TOYOTA_COROLLA_LE_ECO_(1-mode),1.8,4,X,41,163
4289,TOYOTA_COROLLA_LE_ECO_(2-mode),1.8,4,X,39,168
4290,TOYOTA_COROLLA_iM,1.8,4,X,38,176
4291,TOYOTA_COROLLA_iM,1.8,4,X,36,185
4292,TOYOTA_HIGHLANDER,3.5,6,X,27,243
4293,TOYOTA_HIGHLANDER_AWD,3.5,6,X,27,251
4294,TOYOTA_HIGHLANDER_AWD_(Start/Stop_System),3.5,6,X,27,247
4295,TOYOTA_HIGHLANDER_AWD_LE,3.5,6,X,27,242
4296,TOYOTA_HIGHLANDER_HYBRID_AWD,3.5,6,X,34,193
4297,TOYOTA_PRIUS,1.8,4,X,63,105
4298,TOYOTA_PRIUS_c,1.5,4,X,55,120
4299,TOYOTA_PRIUS_v,1.8,4,X,49,135
4300,TOYOTA_RAV4,2.5,4,X,31,217
4301,TOYOTA_RAV4_LE/XLE,2.5,4,X,31,210
4302,TOYOTA_RAV4_AWD,2.5,4,X,30,222
4303,TOYOTA_RAV4_LIMITED/SE_AWD,2.5,4,X,29,226
4304,TOYOTA_RAV4_HYBRID_AWD,2.5,4,X,39,170
4305,TOYOTA_SEQUOIA_4WD,5.7,8,X,17,380
4306,TOYOTA_SIENNA,3.5,6,X,26,255
4307,TOYOTA_SIENNA_AWD,3.5,6,X,24,274
4308,TOYOTA_TACOMA,2.7,4,X,25,263
4309,TOYOTA_TACOMA,3.5,6,X,25,268
4310,TOYOTA_TACOMA_4WD,2.7,4,X,24,274
4311,TOYOTA_TACOMA_4WD,2.7,4,X,24,279
4312,TOYOTA_TACOMA_4WD,3.5,6,X,24,283
4313,TOYOTA_TACOMA_4WD,3.5,6,X,22,301
4314,TOYOTA_TACOMA_4WD_D-CAB_OFF-ROAD,3.5,6,X,22,300
4315,TOYOTA_TUNDRA,4.6,8,X,20,334
4316,TOYOTA_TUNDRA,5.7,8,X,18,358
4317,TOYOTA_TUNDRA_4WD,4.6,8,X,19,349
4318,TOYOTA_TUNDRA_4WD,5.7,8,X,17,378
4319,TOYOTA_YARIS,1.5,4,X,43,155
4320,TOYOTA_YARIS_(SIL),1.5,4,X,42,164
4321,TOYOTA_YARIS_HATCHBACK,1.5,4,X,38,173
4322,TOYOTA_YARIS_HATCHBACK,1.5,4,X,39,168
4323,VOLKSWAGEN_BEETLE,1.8,4,X,33,199
4324,VOLKSWAGEN_BEETLE,1.8,4,X,34,198
4325,VOLKSWAGEN_BEETLE_DUNE,1.8,4,X,33,201
4326,VOLKSWAGEN_BEETLE_CONVERTIBLE,1.8,4,X,33,199
4327,VOLKSWAGEN_CC_4MOTION,3.6,6,X,24,277
4328,VOLKSWAGEN_GOLF,1.8,4,X,34,192
4329,VOLKSWAGEN_GOLF,1.8,4,X,35,190
4330,VOLKSWAGEN_GOLF_GTI,2.0,4,X,33,199
4331,VOLKSWAGEN_GOLF_GTI,2.0,4,X,33,198
4332,VOLKSWAGEN_GOLF_R,2.0,4,Z,30,216
4333,VOLKSWAGEN_GOLF_R,2.0,4,Z,30,220
4334,VOLKSWAGEN_GOLF_ALLTRACK,1.8,4,X,30,220
4335,VOLKSWAGEN_GOLF_SPORTWAGEN,1.8,4,X,34,192
4336,VOLKSWAGEN_GOLF_SPORTWAGEN,1.8,4,X,34,194
4337,VOLKSWAGEN_GOLF_SPORTWAGEN_4MOTION,1.8,4,X,30,220
4338,VOLKSWAGEN_JETTA,1.4,4,X,38,175
4339,VOLKSWAGEN_JETTA,1.4,4,X,39,168
4340,VOLKSWAGEN_JETTA,1.8,4,X,34,193
4341,VOLKSWAGEN_JETTA,2.0,4,X,32,205
4342,VOLKSWAGEN_JETTA,2.0,4,X,32,208
4343,VOLKSWAGEN_PASSAT,1.8,4,X,32,204
4344,VOLKSWAGEN_PASSAT,3.6,6,X,27,242
4345,VOLKSWAGEN_TIGUAN,2.0,4,Z,26,256
4346,VOLKSWAGEN_TIGUAN_4MOTION,2.0,4,Z,25,263
4347,VOLKSWAGEN_TOUAREG,3.6,6,X,23,287
4348,VOLVO_S60_T5,2.0,4,X,34,198
4349,VOLVO_S60_T5_AWD,2.0,4,X,30,219
4350,VOLVO_S60_INSCRIPTION_T5,2.0,4,X,34,198
4351,VOLVO_S60_INSCRIPTION_T5_AWD,2.0,4,X,30,219
4352,VOLVO_S60_T6_AWD,2.0,4,Z,30,221
4353,VOLVO_S60_POLESTAR,2.0,4,Z,27,241
4354,VOLVO_S60_CC_T5_AWD,2.0,4,X,30,220
4355,VOLVO_S90_T5,2.0,4,Z,32,204
4356,VOLVO_S90_T6_AWD,2.0,4,Z,30,219
4357,VOLVO_V60_T5,2.0,4,X,34,198
4358,VOLVO_V60_T5_AWD,2.0,4,X,30,219
4359,VOLVO_V60_T6_AWD,2.0,4,Z,30,221
4360,VOLVO_V60_POLESTAR,2.0,4,Z,27,241
4361,VOLVO_V60_CC_T5_AWD,2.0,4,X,30,220
4362,VOLVO_V90_T5,2.0,4,Z,32,204
4363,VOLVO_V90_T6_AWD,2.0,4,Z,30,219
4364,VOLVO_V90_CC_T6_AWD,2.0,4,Z,30,221
4365,VOLVO_XC60_T5,2.0,4,X,31,216
4366,VOLVO_XC60_T5_AWD,2.0,4,X,28,233
4367,VOLVO_XC60_T6_AWD,2.0,4,Z,27,244
4368,VOLVO_XC90_T5,2.0,4,Z,28,232
4369,VOLVO_XC90_T5_AWD,2.0,4,Z,28,239
4370,VOLVO_XC90_T6_AWD,2.0,4,Z,27,249
4371,ACURA_ILX,2.4,4,Z,34,192
4372,ACURA_MDX_SH-AWD,3.5,6,Z,26,259
4373,ACURA_MDX_SH-AWD_ELITE,3.5,6,Z,26,251
4374,ACURA_MDX_HYBRID_AWD,3.0,6,Z,31,210
4375,ACURA_NSX,3.5,6,Z,26,261
4376,ACURA_RDX_AWD,3.5,6,Z,26,250
4377,ACURA_RLX_HYBRID,3.5,6,Z,34,196
4378,ACURA_TLX,2.4,4,Z,32,205
4379,ACURA_TLX_A-SPEC,2.4,4,Z,32,209
4380,ACURA_TLX_SH-AWD,3.5,6,Z,29,228
